Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Amount,Class
166807,0.9108638142692032,-0.48427296219682175,-1.2846937010758543,0.8823003795456941,-0.5915472076721456,-0.9754600276760129,2.1000481585731867,-0.17859680322271204,0.49422608229733295,0.02952824100777652,46.64217342763156,0
109779,2.388446816546841,1.4436138071278952,-1.450778413969171,-0.7280521795492748,-0.8929940151805965,0.371676376850925,1.5722088807644028,0.10917403255031957,0.5011662364378279,-0.6643087043431437,51.16542378324969,0
20611,-0.4775365376919456,-1.0566978381736165,-0.8917758310250058,-2.106283817033566,0.6067961573212856,0.5827396266601188,1.583650556092384,0.41492890906870955,0.6552247474263606,-0.08154635586935696,346.76987787667406,0
13843,-0.68101765485266,0.21158079207675504,-1.2157072288143198,-0.04212827617531806,-1.4611316385400315,-1.1158435469763004,1.7094518374899201,-1.8245375678555704,-0.2166516954147601,0.8272151227246681,31.59007122762518,0
59494,0.5176044609906912,-0.8409683606310597,-1.0279696769286086,-0.9870969204522275,0.4895045009181733,-0.34151367231905744,0.3332937166127775,0.9363962849613726,2.0287135304322885,-0.31847323368835706,151.58811842157382,0
49115,0.09031669151892624,-0.2645842468885863,0.4860386816427485,-1.7384269028201453,-0.8939553907625805,-1.3052080978053102,1.3483863719881566,0.7120317209883875,0.1851250343140176,-1.4506216533528082,103.36354278050835,0
43303,-0.501923799627993,0.32288280162923705,-0.29085386910933625,-0.19745103155759566,-1.0326550162967236,-0.18391151734873337,1.6521699778678494,-0.44635250520094677,-1.1470108150440823,0.9581361576114047,234.300605733349,0
64323,0.04879247561718569,1.3279630346854623,-0.9715599972759418,1.1205914322833002,1.068907459285044,-1.237024652521943,0.3378785611097869,0.15881399166842447,-0.17636269306245267,-1.526889222223716,115.76055686378443,0
110133,-2.0867517889867413,-0.5629197280280642,1.2546363477709561,0.5624799233165947,1.2712862621270136,0.7587893547726849,-1.0835151070098108,0.6608971711195765,0.10019280009276271,2.268061331792991,79.9811575993421,0
49922,0.21259161494942858,-1.0049052999937846,-0.7089463040617656,1.9163188204273385,0.12344434578613944,0.516950688562923,-0.11246457642651411,-1.515133314097623,-1.1849232068976612,1.1784303256422324,71.72149911354792,0
86740,1.0414062955191252,-1.8285963163439418,-0.29775393483322593,-0.6159263092764419,-1.5779646742033726,0.0050870321814767425,-1.4906645462979324,0.22271583962228547,0.7207587592734537,0.26755317632475656,142.36752132995213,0
125117,0.2978949164786898,0.5662808797173705,0.15013463400621807,0.6357295361573088,-0.7068571340601965,-0.04270379472328346,0.8490854504508708,1.772791176436716,2.1264355889732087,0.4329766827277315,188.63778072806073,0
36668,0.7776674467161618,-0.8916381788329305,-0.7319918925357974,-0.547876014847448,0.8610848062038113,0.47895985916800976,2.7902916215481857,-1.6408850617178827,-0.05259833656866505,-1.9277552593431986,169.6755324308952,0
138877,-0.25030095958789006,-0.11010868425606624,1.1679316629539074,-0.10484222409876263,-0.29479245077252947,-0.9366934798105313,1.3285794714214596,-1.4311962225786272,-0.5529994328474125,1.6939370670974931,281.35334402524524,0
10729,-0.026515248728958125,0.37807079600140286,-0.44200683196040363,1.3208479062207072,-1.9047388794347393,-1.2205241747180458,0.379710524234558,1.7506107512309357,-0.22510019975877035,-0.8423708057273436,4.174625501048922,0
70467,1.1188816202983989,1.8339226521937835,-0.2548418380540192,-0.3375282858498609,-0.8982937458323039,-0.5097301551851335,-0.8153598902726202,-0.8991110984272273,1.1988352967113565,-0.7899260252882596,102.63572297019975,0
76323,-0.026013512404384334,1.136111084032715,0.5391255715308864,1.9214395265532864,-0.9699807574356056,-0.4953140048001243,-0.9357074514692512,-0.0779176052398597,-1.1247243082075016,-1.5260839072552128,2.23288027047861,0
124243,0.4331447692319086,-0.29950913817220803,-1.9186747570318177,-0.6577727605556882,1.9510342980200188,-0.5899785904144441,-0.16346733670220695,-1.1451774240353807,0.587762985283748,0.1151517990245837,17.95412504083771,0
73686,0.24767206468977693,-0.16796036964655253,-1.5299242320096162,-0.13803562188224064,-0.44268389543081,0.6355863542987947,0.8797684959457444,-0.5090017618305099,-0.7893954765857517,-1.680154047758961,186.3363350073559,0
16896,-0.2877229739460477,0.13026661886902416,0.258912747542776,0.5275150157556011,-2.9011387818174086,0.36649866588694,-0.398921029216647,-0.7049379142316038,0.7942566781620701,1.4668244164047686,75.86212573679435,0
154458,1.5661040450186607,-2.0872374104187394,1.3379923714871487,-0.34390337976618857,-0.4884213359563802,-1.551193836648253,0.46508184914275924,-1.826761993993574,0.8179036445979173,-1.5133640650417612,57.22193151750352,0
